Transaction ID,Product,Quantity,Unit Price (INR),Sales Date,Customer Name,City,State,Country,Sales Channel,Payment Type,Total Sale (INR)
TX0480,Tablet,6,3929,2024-02-26,Akarsh Vig,Ichalkaranji,Manipur,India,Store,Net Banking,23574
TX0481,Laptop,2,14214,2024-02-02,Ahana  Kade,Mau,Goa,India,Store,UPI,28428
TX0482,Headphones,1,2947,2024-01-30,Seher Walia,Jalandhar,Meghalaya,India,Direct,Net Banking,2947
TX0483,Smartwatch,1,13761,2023-09-24,Aradhya Bir,Kottayam,West Bengal,India,Store,Cash,13761
TX0484,Smartwatch,1,16590,2024-09-08,Taimur Gara,Jamshedpur,Nagaland,India,Direct,Net Banking,16590
TX0485,External Hard Drive,1,13638,2024-03-31,Anahita Tella,Bhalswa Jahangir Pur,Chhattisgarh,India,Online,Credit Card,13638
TX0486,Laptop,1,17688,2024-02-08,Purab Chand,Hosur,Punjab,India,Direct,UPI,17688
TX0487,Smartwatch,8,18876,2024-08-21,Pihu Sachdeva,Udupi,Tamil Nadu,India,Direct,Cash,151008
TX0488,E-Reader,7,14005,2024-01-19,Arhaan Balay,North Dumdum,Mizoram,India,Online,Net Banking,98035
TX0489,Smartphone,4,14306,2023-12-21,Aaina Dayal,Ulhasnagar,Himachal Pradesh,India,Online,Debit Card,57224
TX0490,Smartwatch,6,12437,2024-06-01,Umang Dani,Malda,Telangana,India,Online,Net Banking,74622
TX0491,Desktop PC,5,17581,2023-12-10,Divij Kale,Mirzapur,Haryana,India,Store,Credit Card,87905
TX0492,Desktop PC,4,18889,2024-06-02,Uthkarsh Sarraf,Narasaraopet,Manipur,India,Store,Debit Card,75556
TX0493,Smartwatch,5,19637,2024-05-20,Jayant Kuruvilla,Karimnagar,Gujarat,India,Store,Credit Card,98185
TX0494,Smartwatch,6,2362,2024-09-14,Ivan Walla,Tadipatri,Madhya Pradesh,India,Online,Cash,14172
TX0495,E-Reader,2,4205,2023-10-26,Stuvan Ram,Orai,Uttar Pradesh,India,Direct,Debit Card,8410
TX0496,Printer,4,11371,2023-10-29,Manjari Dewan,Karawal Nagar,Haryana,India,Online,UPI,45484
TX0497,Tablet,7,18779,2024-08-19,Manjari D’Alia,Ballia,Uttarakhand,India,Online,Credit Card,131453
TX0498,Tablet,8,5377,2024-06-28,Saanvi Subramaniam,Bilaspur,Tamil Nadu,India,Online,Credit Card,43016
TX0499,Headphones,5,15640,2024-04-13,Alisha Sur,Ulhasnagar,Karnataka,India,Store,Credit Card,78200
TX0500,Tablet,1,6440,2023-12-25,Nehmat Deshpande,Lucknow,Chhattisgarh,India,Direct,Net Banking,6440
TX0501,Smartwatch,1,5506,2024-02-23,Romil Kata,Jehanabad,Jharkhand,India,Store,Debit Card,5506
TX0502,Smartphone,8,18015,2023-12-17,Mohanlal Mandal,Erode,Haryana,India,Direct,Debit Card,144120
TX0503,Desktop PC,4,18515,2024-04-18,Ela Comar,Machilipatnam,Assam,India,Online,Net Banking,74060
TX0504,Printer,4,8076,2023-10-09,Lakshit Mannan,Hajipur,Madhya Pradesh,India,Online,UPI,32304
TX0505,Camera,1,12151,2024-09-04,Nayantara Gala,Kolhapur,Goa,India,Direct,Cash,12151
TX0506,Tablet,1,15822,2023-11-17,Vihaan Ganguly,Kadapa,Tripura,India,Online,Cash,15822
TX0507,Smartphone,5,14355,2023-12-01,Arhaan Ratti,Alwar,Jharkhand,India,Online,Net Banking,71775
TX0508,Smartwatch,5,11784,2024-01-21,Tushar Bhagat,Ichalkaranji,Telangana,India,Store,Net Banking,58920
TX0509,Smartphone,6,6698,2024-02-12,Pari Deshpande,Hazaribagh,Madhya Pradesh,India,Store,Net Banking,40188
TX0510,E-Reader,9,4127,2024-02-10,Anahita Suresh,Gurgaon,Madhya Pradesh,India,Online,UPI,37143
TX0511,Headphones,9,9671,2023-12-05,Chirag Chacko,Aurangabad,Sikkim,India,Online,Credit Card,87039
TX0512,Desktop PC,1,19310,2024-07-17,Alia Arya,Tiruchirappalli,Maharashtra,India,Store,Cash,19310
TX0513,External Hard Drive,2,3604,2024-01-09,Yasmin Shere,Belgaum,Maharashtra,India,Direct,Net Banking,7208
TX0514,Camera,6,10736,2023-12-09,Anvi Dube,Tiruchirappalli,Sikkim,India,Store,Net Banking,64416
TX0515,Tablet,7,9339,2024-07-27,Yasmin Amble,Sagar,Goa,India,Direct,Cash,65373
TX0516,Desktop PC,2,10829,2024-06-03,Yashvi Lall,Panipat,Kerala,India,Online,Credit Card,21658
TX0517,Camera,5,17676,2024-01-06,Misha Buch,Danapur,Tamil Nadu,India,Store,UPI,88380
TX0518,Smartwatch,1,14845,2024-06-29,Keya Sastry,Tirunelveli,Maharashtra,India,Direct,Cash,14845
TX0519,Tablet,5,8429,2024-09-07,Vivaan Sethi,Jalandhar,Andhra Pradesh,India,Store,Cash,42145
TX0520,Desktop PC,8,18634,2023-12-10,Pranay Agate,Davanagere,Tamil Nadu,India,Store,Debit Card,149072
TX0521,Camera,8,11371,2024-01-29,Hunar Bassi,Ozhukarai,Tamil Nadu,India,Online,Credit Card,90968
TX0522,E-Reader,8,19179,2024-05-31,Onkar Kar,Gorakhpur,West Bengal,India,Online,Credit Card,153432
TX0523,Printer,7,10318,2024-02-28,Eshani Sekhon,Nizamabad,Uttar Pradesh,India,Direct,Credit Card,72226
TX0524,E-Reader,3,8216,2024-07-20,Vanya Suri,Chandrapur,Kerala,India,Direct,Net Banking,24648
TX0525,E-Reader,7,7195,2024-05-19,Drishya Walia,Gandhinagar,Uttarakhand,India,Direct,Net Banking,50365
TX0526,E-Reader,1,5278,2024-06-23,Vanya Khalsa,Bhopal,Uttarakhand,India,Store,Cash,5278
TX0527,E-Reader,3,13531,2023-11-19,Hridaan Koshy,Durgapur,Chhattisgarh,India,Online,Credit Card,40593
TX0528,External Hard Drive,8,5530,2024-01-08,Hansh Madan,Ujjain,Sikkim,India,Direct,Debit Card,44240
TX0529,External Hard Drive,8,10025,2023-11-16,Dhruv Rajan,Darbhanga,Kerala,India,Store,Credit Card,80200
TX0530,Smartwatch,3,11906,2024-02-06,Jayesh Sethi,Mangalore,Uttarakhand,India,Store,UPI,35718
TX0531,Headphones,7,9208,2024-03-22,Kavya Majumdar,Loni,Maharashtra,India,Store,Cash,64456
TX0532,Tablet,2,11414,2024-05-26,Badal Yadav,Jalandhar,Maharashtra,India,Direct,Credit Card,22828
TX0533,E-Reader,4,8430,2024-05-29,Badal Dara,Chapra,West Bengal,India,Online,UPI,33720
TX0534,Camera,8,11339,2024-07-26,Lakshay Kadakia,Indore,Assam,India,Store,UPI,90712
TX0535,Printer,1,6564,2023-12-19,Ranbir Wason,Baranagar,Uttar Pradesh,India,Direct,Debit Card,6564
TX0536,Smartwatch,6,11791,2023-10-09,Pari Badami,Darbhanga,Haryana,India,Direct,Credit Card,70746
TX0537,Printer,5,6868,2023-12-15,Indrans Raman,Gwalior,Chhattisgarh,India,Direct,UPI,34340
TX0538,Desktop PC,6,6980,2024-08-15,Yuvaan Dar,Mumbai,Uttarakhand,India,Direct,Net Banking,41880
TX0539,Smartphone,6,11373,2023-10-01,Bhavin Bobal,Arrah,Madhya Pradesh,India,Online,UPI,68238
TX0540,Printer,4,17165,2024-03-03,Samaira Ravel,Gurgaon,Arunachal Pradesh,India,Store,Cash,68660
TX0541,Camera,9,2603,2024-01-13,Abram Anne,Pali,Madhya Pradesh,India,Store,Cash,23427
TX0542,Printer,1,8234,2024-03-01,Aayush Yohannan,Hapur,Haryana,India,Store,UPI,8234
TX0543,Tablet,2,13802,2024-03-03,Yakshit Khare,Khandwa,Uttar Pradesh,India,Direct,UPI,27604
TX0544,Desktop PC,6,8066,2024-04-16,Nakul Batra,Thrissur,Tripura,India,Online,Cash,48396
TX0545,Headphones,5,12463,2023-10-26,Anya Saha,Barasat,Kerala,India,Store,Debit Card,62315
TX0546,Camera,2,12001,2024-05-30,Ela Rout,Parbhani,Haryana,India,Direct,Debit Card,24002
TX0547,Desktop PC,6,9992,2024-05-14,Jayant Kade,Mau,Andhra Pradesh,India,Direct,Net Banking,59952
TX0548,Camera,1,17347,2024-05-25,Charvi Sura,Malegaon,Himachal Pradesh,India,Online,Debit Card,17347
TX0549,Printer,7,10393,2024-02-15,Samarth Saxena,Satna,Gujarat,India,Store,Cash,72751
TX0550,Laptop,9,14079,2023-11-10,Nirvaan Sibal,Guwahati,Odisha,India,Online,Cash,126711
TX0551,Tablet,9,4096,2023-12-12,Azad Gaba,Moradabad,Jharkhand,India,Store,Net Banking,36864
TX0552,Laptop,7,4366,2024-02-29,Abram Vasa,Miryalaguda,Arunachal Pradesh,India,Store,Net Banking,30562
TX0553,Camera,4,17304,2024-02-10,Shalv Wason,Dhule,Chhattisgarh,India,Store,UPI,69216
TX0554,Printer,5,5077,2024-01-28,Anay Sandhu,Anantapur,Madhya Pradesh,India,Direct,Cash,25385
TX0555,Desktop PC,5,9777,2024-05-31,Urvi Raja,Jaipur,Uttarakhand,India,Direct,Debit Card,48885
TX0556,E-Reader,4,2055,2024-05-05,Uthkarsh Chaudhari,Thiruvananthapuram,Tamil Nadu,India,Direct,Cash,8220
TX0557,Camera,7,9644,2024-09-15,Navya Raman,Bareilly,Nagaland,India,Direct,Net Banking,67508
TX0558,Camera,6,4086,2024-01-12,Damini Lala,Kolhapur,Bihar,India,Direct,Net Banking,24516
TX0559,Desktop PC,9,14849,2023-09-24,Sara Rastogi,Jamnagar,Jharkhand,India,Online,UPI,133641
TX0560,Smartphone,2,4312,2024-03-16,Vardaniya Sathe,Satna,Karnataka,India,Online,UPI,8624
TX0561,Smartwatch,4,7442,2024-06-16,Prisha Divan,Khora ,Chhattisgarh,India,Direct,Debit Card,29768
TX0562,Desktop PC,9,17627,2024-06-07,Nirvi Randhawa,Siliguri,Jharkhand,India,Online,UPI,158643
TX0563,Printer,2,5466,2024-09-22,Pranay Ram,Agra,Nagaland,India,Online,Net Banking,10932
TX0564,Printer,6,6116,2024-06-17,Emir Chakraborty,Barasat,Bihar,India,Store,Cash,36696
TX0565,Laptop,9,11316,2023-12-23,Hridaan Dugar,Karnal,Rajasthan,India,Store,Cash,101844
TX0566,Desktop PC,1,7902,2024-01-12,Vihaan Loyal,Vadodara,Mizoram,India,Online,Debit Card,7902
TX0567,Smartwatch,4,5704,2024-02-16,Miraan Sachdeva,Salem,Manipur,India,Store,Credit Card,22816
TX0568,External Hard Drive,8,2052,2024-01-28,Purab Varkey,Dhule,Himachal Pradesh,India,Online,Cash,16416
TX0569,Camera,2,10647,2024-07-25,Kashvi Zachariah,Bhilwara,Nagaland,India,Direct,Debit Card,21294
TX0570,Tablet,8,18029,2024-06-04,Ranbir Ranganathan,Anantapur,West Bengal,India,Store,UPI,144232
TX0571,Tablet,9,11842,2024-01-04,Zoya Swamy,Malegaon,Sikkim,India,Direct,Debit Card,106578
TX0572,Camera,1,19134,2024-01-21,Eshani Kari,Dhule,Nagaland,India,Online,Cash,19134
TX0573,Laptop,8,2819,2023-12-15,Ela Khalsa,Ramgarh,West Bengal,India,Store,Cash,22552
TX0574,Desktop PC,6,9200,2024-05-03,Lavanya Swamy,Udupi,Karnataka,India,Direct,UPI,55200
TX0575,External Hard Drive,7,6870,2023-11-15,Divit Dhingra,Nangloi Jat,Jharkhand,India,Online,Cash,48090
TX0576,Camera,9,3099,2024-09-12,Kismat Banik,Bhimavaram,Manipur,India,Online,Cash,27891
TX0577,E-Reader,8,4556,2024-04-27,Adira Krish,Ongole,Gujarat,India,Store,Debit Card,36448
TX0578,Printer,6,7830,2023-12-15,Umang Saraf,Mira-Bhayandar,Uttar Pradesh,India,Online,Debit Card,46980
TX0579,Smartphone,2,13048,2023-10-07,Parinaaz Bhakta,Aizawl,Himachal Pradesh,India,Direct,Cash,26096
TX0580,Desktop PC,1,15196,2024-04-27,Romil Varty,Mathura,Mizoram,India,Store,Debit Card,15196
TX0581,Printer,1,3477,2024-08-02,Miraya Manda,Bhubaneswar,Uttarakhand,India,Online,Net Banking,3477
TX0582,Smartwatch,6,2442,2024-04-17,Anaya Kakar,Raipur,Uttarakhand,India,Direct,UPI,14652
TX0583,Tablet,7,12624,2024-01-11,Mehul Grewal,Gaya,Jharkhand,India,Online,Debit Card,88368
TX0584,Smartwatch,4,3025,2024-03-25,Ishita Bhat,Tiruvottiyur,Meghalaya,India,Store,Net Banking,12100
TX0585,Headphones,7,16036,2023-11-20,Pihu Toor,Nagpur,Haryana,India,Store,Net Banking,112252
TX0586,E-Reader,2,19101,2024-01-06,Nirvi Acharya,Jamshedpur,Manipur,India,Store,Debit Card,38202
TX0587,Smartphone,8,11818,2024-02-08,Saira Guha,Tirupati,Tamil Nadu,India,Store,Debit Card,94544
TX0588,External Hard Drive,8,15424,2024-05-07,Yakshit Luthra,Bhimavaram,Tamil Nadu,India,Online,UPI,123392
TX0589,Laptop,1,15461,2024-09-09,Kabir Sule,Saharanpur,Karnataka,India,Online,Net Banking,15461
TX0590,Printer,8,7096,2023-10-23,Drishya Dani,Vadodara,Arunachal Pradesh,India,Online,Credit Card,56768
TX0591,E-Reader,7,18410,2024-06-14,Bhavin Sharma,Bareilly,Goa,India,Direct,Debit Card,128870
TX0592,Desktop PC,1,11965,2024-05-05,Anahita Dyal,Ambattur,Madhya Pradesh,India,Direct,Net Banking,11965
TX0593,Camera,5,10760,2024-03-08,Mohanlal Hegde,Bhiwandi,Arunachal Pradesh,India,Store,Cash,53800
TX0594,E-Reader,3,10250,2024-04-22,Saira Dixit,Ramagundam,Maharashtra,India,Store,UPI,30750
TX0595,Camera,8,17199,2024-08-02,Stuvan Dani,Vijayanagaram,Nagaland,India,Online,Credit Card,137592
TX0596,Desktop PC,6,8364,2024-06-15,Eshani Krishnan,Chinsurah,Bihar,India,Direct,Net Banking,50184
TX0597,Printer,3,12522,2023-10-15,Lakshit Rastogi,Jehanabad,Maharashtra,India,Direct,UPI,37566
TX0598,Laptop,9,8417,2023-12-25,Nayantara Sankar,Kalyan-Dombivli,Himachal Pradesh,India,Store,Debit Card,75753
TX0599,Desktop PC,6,8852,2023-10-05,Prisha Kapoor,Chandrapur,Arunachal Pradesh,India,Direct,Net Banking,53112
TX0600,E-Reader,7,13998,2023-10-26,Kabir Agate,Latur,Tripura,India,Online,Net Banking,97986
TX0601,Camera,7,19756,2024-08-29,Vanya Master,Vadodara,Chhattisgarh,India,Store,Cash,138292
TX0602,Headphones,5,10008,2024-06-17,Mishti Vig,Thrissur,Telangana,India,Online,UPI,50040
TX0603,E-Reader,2,9963,2024-08-15,Umang Vaidya,Kota,Punjab,India,Direct,UPI,19926
TX0604,Laptop,6,12246,2024-01-20,Rohan Garde,Rajpur Sonarpur,Tripura,India,Store,UPI,73476
TX0605,Smartphone,5,2903,2024-07-21,Navya Gokhale,Guna,Rajasthan,India,Online,Net Banking,14515
TX0606,Laptop,6,4741,2024-08-08,Stuvan Korpal,Fatehpur,Andhra Pradesh,India,Online,Net Banking,28446
TX0607,E-Reader,6,14151,2024-09-22,Farhan Trivedi,Barasat,Andhra Pradesh,India,Direct,UPI,84906
TX0608,External Hard Drive,7,15816,2024-01-07,Indrans Sridhar,Katihar,Manipur,India,Online,Credit Card,110712
TX0609,Camera,4,12266,2024-09-03,Ira Sarna,Guntakal,Odisha,India,Online,Credit Card,49064
TX0610,Camera,9,5707,2023-11-06,Nirvi Shere,Burhanpur,Maharashtra,India,Direct,UPI,51363
TX0611,E-Reader,2,18165,2024-06-26,Vihaan Basak,Hazaribagh,Rajasthan,India,Store,Net Banking,36330
TX0612,Camera,5,19501,2024-02-06,Purab Tandon,Chandrapur,West Bengal,India,Store,Cash,97505
TX0613,Printer,3,17892,2024-07-03,Aaryahi Karpe,Anand,Assam,India,Store,Credit Card,53676
TX0614,Headphones,8,8584,2024-06-09,Zaina Kar,Jhansi,Uttar Pradesh,India,Store,UPI,68672
TX0615,Laptop,5,4688,2024-02-27,Zoya Hora,Alwar,Sikkim,India,Direct,UPI,23440
TX0616,Smartphone,2,18787,2023-10-12,Inaaya  Joshi,Kulti,Bihar,India,Online,Debit Card,37574
TX0617,Headphones,9,16791,2024-07-25,Divyansh Krish,Allahabad,Uttar Pradesh,India,Store,UPI,151119
TX0618,Tablet,3,5486,2024-02-17,Ehsaan Sanghvi,Bikaner,Rajasthan,India,Direct,Credit Card,16458
TX0619,Desktop PC,4,5621,2024-09-10,Nirvi Sehgal,Moradabad,Rajasthan,India,Store,Cash,22484
TX0620,Desktop PC,4,3918,2024-06-17,Krish Ray,Ahmedabad,Rajasthan,India,Online,Cash,15672
TX0621,Smartwatch,5,6073,2023-12-10,Navya Wagle,Kharagpur,Gujarat,India,Online,Debit Card,30365
TX0622,Headphones,2,14933,2023-12-18,Eshani Sule,Bulandshahr,Uttar Pradesh,India,Direct,UPI,29866
TX0623,Desktop PC,7,14347,2024-08-20,Romil Chokshi,Vijayawada,Bihar,India,Store,Debit Card,100429
TX0624,Camera,3,10144,2023-12-30,Divij Balakrishnan,Panihati,Chhattisgarh,India,Online,Credit Card,30432
TX0625,Camera,6,2966,2024-03-25,Siya Sachdev,Rourkela,Tripura,India,Direct,Debit Card,17796
TX0626,Smartwatch,5,5275,2024-04-11,Vivaan Kant,Bally,Odisha,India,Store,Cash,26375
TX0627,Headphones,2,11873,2024-08-09,Anika Chadha,Aurangabad,Sikkim,India,Store,Net Banking,23746
TX0628,Camera,6,2757,2024-02-04,Taran Cherian,Kanpur,Telangana,India,Direct,UPI,16542
TX0629,E-Reader,5,19994,2024-08-02,Ojas Varughese,Aurangabad,West Bengal,India,Store,UPI,99970
TX0630,Printer,6,16630,2024-06-05,Kiaan Sidhu,Bokaro,Haryana,India,Store,Debit Card,99780
TX0631,Camera,8,8724,2024-08-11,Ishita Babu,Morena,Telangana,India,Store,Cash,69792
TX0632,Printer,5,12619,2023-12-29,Ivana Kumar,Yamunanagar,Madhya Pradesh,India,Store,Debit Card,63095
TX0633,External Hard Drive,5,14839,2023-11-10,Rhea Kara,Agartala,Arunachal Pradesh,India,Store,UPI,74195
TX0634,Desktop PC,3,6223,2024-07-01,Jiya Warrior,Ozhukarai,Madhya Pradesh,India,Direct,Cash,18669
TX0635,Desktop PC,3,13471,2024-09-11,Jivin Karpe,Hyderabad,Chhattisgarh,India,Store,UPI,40413
TX0636,E-Reader,2,18397,2024-01-05,Ranbir Ratti,South Dumdum,Uttarakhand,India,Online,Credit Card,36794
TX0637,Camera,4,10678,2024-03-26,Romil Chanda,Kolkata,Meghalaya,India,Online,Debit Card,42712
TX0638,Tablet,1,2359,2024-05-28,Raghav Chopra,Chennai,Haryana,India,Online,Net Banking,2359
TX0639,Tablet,2,16134,2023-10-14,Amira Zacharia,Solapur,Himachal Pradesh,India,Online,UPI,32268
TX0640,Smartphone,2,7202,2024-03-20,Piya Goyal,Jaipur,Uttar Pradesh,India,Direct,Cash,14404
TX0641,Desktop PC,7,8306,2024-07-07,Lakshay Chanda,Bilaspur,Haryana,India,Store,Net Banking,58142
TX0642,Printer,9,2080,2024-06-28,Yuvaan Brahmbhatt,Raurkela Industrial Township,Goa,India,Store,Debit Card,18720
TX0643,Laptop,7,2540,2024-02-17,Adira Korpal,Ambattur,Goa,India,Store,Debit Card,17780
TX0644,Headphones,4,16729,2024-06-07,Misha Kaul,Unnao,Manipur,India,Online,Credit Card,66916
TX0645,Smartphone,1,14433,2024-08-12,Jayant Virk,Asansol,Manipur,India,Store,UPI,14433
TX0646,Desktop PC,8,5422,2024-05-21,Pari Lalla,Gandhidham,Chhattisgarh,India,Store,UPI,43376
TX0647,Tablet,4,13387,2024-01-08,Prisha Khosla,Motihari,Maharashtra,India,Online,Cash,53548
TX0648,Tablet,3,2101,2023-10-11,Biju Mann,Saharanpur,Sikkim,India,Direct,Cash,6303
TX0649,Smartphone,6,7819,2023-09-29,Bhamini Sagar,Mathura,West Bengal,India,Store,Net Banking,46914
TX0650,E-Reader,8,11402,2024-03-28,Gokul Raju,Kota,Manipur,India,Store,Net Banking,91216
TX0651,Laptop,4,5346,2024-08-06,Misha Kale,Hosur,Arunachal Pradesh,India,Online,Cash,21384
TX0652,Laptop,5,8668,2023-09-30,Lakshay Dhar,Kharagpur,Madhya Pradesh,India,Online,Cash,43340
TX0653,External Hard Drive,8,4945,2024-05-26,Samarth Rastogi,Tiruchirappalli,Gujarat,India,Direct,UPI,39560
TX0654,E-Reader,7,15595,2024-06-15,Himmat Dhawan,Khora ,Tamil Nadu,India,Store,Debit Card,109165
TX0655,Desktop PC,8,12179,2024-04-25,Eva Bedi,Narasaraopet,Goa,India,Direct,Credit Card,97432
TX0656,E-Reader,4,12173,2024-07-14,Aniruddh Dutt,Tadepalligudem,Odisha,India,Direct,Debit Card,48692
TX0657,Camera,7,2784,2024-07-21,Neelofar Vora,Jalna,Haryana,India,Store,UPI,19488
TX0658,Desktop PC,4,5846,2024-04-27,Kashvi Issac,Siwan,Chhattisgarh,India,Store,Credit Card,23384
TX0659,External Hard Drive,8,3851,2024-09-15,Rohan Kala,Madurai,Himachal Pradesh,India,Store,Debit Card,30808
TX0660,Headphones,2,14799,2024-07-18,Aayush Sachdev,Mumbai,Tamil Nadu,India,Store,UPI,29598
TX0661,Smartphone,4,8564,2024-07-30,Divij Varma,Bhiwani,Tripura,India,Direct,Net Banking,34256
TX0662,Headphones,8,16764,2024-04-18,Saanvi Sagar,Mangalore,Nagaland,India,Direct,UPI,134112
TX0663,External Hard Drive,9,5797,2023-11-08,Aarna Bhalla,Delhi,Tamil Nadu,India,Store,Cash,52173
TX0664,Camera,9,3962,2024-02-23,Ela Bhagat,Haldia,Uttarakhand,India,Online,Net Banking,35658
TX0665,Desktop PC,5,10973,2024-08-11,Kashvi Goswami,Nellore,Nagaland,India,Store,Net Banking,54865
TX0666,Desktop PC,6,13177,2023-10-22,Manjari Bhavsar,Khammam,Meghalaya,India,Store,Cash,79062
TX0667,Desktop PC,4,18712,2024-09-08,Ela Bora,Ozhukarai,Assam,India,Online,Net Banking,74848
TX0668,Smartwatch,7,11566,2024-05-29,Samaira Bhattacharyya,Madhyamgram,Himachal Pradesh,India,Direct,Cash,80962
TX0669,Smartwatch,7,10802,2023-10-17,Advika Gill,Proddatur,Tamil Nadu,India,Online,Cash,75614
TX0670,Printer,3,9696,2024-04-27,Abram Sridhar,Kadapa,Haryana,India,Direct,Credit Card,29088
TX0671,Headphones,4,4309,2024-03-15,Lakshay Gupta,Ichalkaranji,Madhya Pradesh,India,Online,Credit Card,17236
TX0672,Tablet,6,11655,2024-05-10,Zoya Lal,Kavali,West Bengal,India,Direct,Net Banking,69930
TX0673,Printer,8,17261,2023-10-31,Vardaniya Yogi,Amaravati,Punjab,India,Store,Credit Card,138088
TX0674,Desktop PC,1,10443,2024-06-16,Oorja Bera,Bangalore,Uttar Pradesh,India,Online,Credit Card,10443
TX0675,Smartphone,8,5962,2024-05-04,Dhruv Batta,Dewas,Chhattisgarh,India,Online,Cash,47696
TX0676,Laptop,2,11124,2024-08-20,Biju Gera,Ulhasnagar,Madhya Pradesh,India,Online,UPI,22248
TX0677,External Hard Drive,3,14475,2023-10-02,Armaan Viswanathan,Hajipur,West Bengal,India,Online,Net Banking,43425
TX0678,Printer,6,13298,2024-05-03,Ivan Thakur,Giridih,Karnataka,India,Direct,Debit Card,79788
TX0679,Smartphone,1,9110,2024-02-29,Piya Char,North Dumdum,Bihar,India,Direct,Credit Card,9110
TX0680,Smartphone,6,2344,2023-09-25,Hunar Madan,Tinsukia,Odisha,India,Direct,Cash,14064
TX0681,Headphones,9,7137,2024-08-12,Mishti Badal,Thanjavur,Telangana,India,Online,Debit Card,64233
TX0682,Smartwatch,9,11776,2024-04-23,Vivaan Bajwa,Saharanpur,Meghalaya,India,Store,Cash,105984
TX0683,Printer,3,17360,2024-03-06,Prerak Halder,Udaipur,Sikkim,India,Store,Cash,52080
TX0684,Desktop PC,6,5530,2024-07-12,Samaira Mahal,Satara,Meghalaya,India,Direct,Net Banking,33180
TX0685,Camera,4,8769,2024-05-21,Mannat Dada,Anantapuram,Haryana,India,Store,Debit Card,35076
TX0686,Desktop PC,2,9172,2024-09-13,Himmat Edwin,Jalna,Bihar,India,Online,Debit Card,18344
TX0687,Laptop,8,3663,2024-08-31,Himmat Amble,Jorhat,Haryana,India,Direct,Cash,29304
TX0688,External Hard Drive,4,6893,2024-09-10,Abram Barad,Pune,Nagaland,India,Direct,Debit Card,27572
TX0689,Laptop,9,3264,2024-08-15,Jayesh Gill,Tiruvottiyur,Meghalaya,India,Online,Debit Card,29376
TX0690,E-Reader,6,3549,2024-08-05,Yuvraj  Joshi,Ballia,Himachal Pradesh,India,Direct,Net Banking,21294
TX0691,Laptop,6,6371,2024-05-17,Nitya Lal,Satara,Haryana,India,Direct,Cash,38226
TX0692,Camera,2,18425,2024-04-30,Tara Ganguly,North Dumdum,Odisha,India,Direct,UPI,36850
TX0693,E-Reader,8,9596,2024-01-21,Veer Kalita,Farrukhabad,Tamil Nadu,India,Online,Credit Card,76768
TX0694,Laptop,3,16387,2024-07-15,Inaaya  Chaudhuri,Moradabad,Goa,India,Store,Net Banking,49161
TX0695,Desktop PC,2,12994,2024-09-17,Biju Hayer,Surat,Maharashtra,India,Online,Cash,25988
TX0696,Printer,1,6005,2024-07-08,Kavya Bajaj,Bidar,Karnataka,India,Direct,UPI,6005
TX0697,Smartwatch,2,11742,2024-01-19,Ryan Wadhwa,Silchar,West Bengal,India,Online,Cash,23484
TX0698,Smartwatch,1,19060,2024-06-06,Emir Choudhury,Amritsar,Maharashtra,India,Online,UPI,19060
TX0699,Smartwatch,2,17474,2024-06-18,Seher Jayaraman,Bidhannagar,Maharashtra,India,Direct,Cash,34948
TX0700,E-Reader,2,15444,2024-01-19,Alisha Char,Madurai,Nagaland,India,Online,UPI,30888
TX0701,Smartwatch,7,10178,2024-06-05,Umang Dugar,Madanapalle,Goa,India,Store,Net Banking,71246
TX0702,Smartwatch,9,2303,2023-12-27,Adira Chakrabarti,Bhiwani,Karnataka,India,Direct,Credit Card,20727
TX0703,Camera,9,12112,2024-03-24,Divyansh Ramesh,Khammam,Himachal Pradesh,India,Online,Cash,109008
TX0704,Tablet,4,14081,2024-01-30,Dhruv Rao,Avadi,Jharkhand,India,Online,Debit Card,56324
TX0705,External Hard Drive,3,14747,2023-12-09,Aaryahi Sidhu,Ambattur,Jharkhand,India,Direct,UPI,44241
TX0706,Headphones,1,18878,2024-08-26,Kavya Koshy,Patiala,Bihar,India,Online,Debit Card,18878
TX0707,Camera,8,5589,2023-11-15,Shanaya Setty,Allahabad,Nagaland,India,Store,Net Banking,44712
TX0708,Laptop,5,9063,2024-06-16,Hansh Issac,Ranchi,Assam,India,Online,Debit Card,45315
TX0709,Smartphone,7,9334,2024-03-02,Farhan Kumer,Vellore,Kerala,India,Online,Net Banking,65338
TX0710,Camera,1,9152,2024-04-15,Nirvi Zachariah,Hajipur,Sikkim,India,Direct,Credit Card,9152
TX0711,External Hard Drive,6,12514,2024-01-09,Madhup Mani,Ujjain,Arunachal Pradesh,India,Online,Debit Card,75084
TX0712,Smartwatch,4,8238,2023-12-07,Aarna Chaudhary,Dindigul,Himachal Pradesh,India,Store,Cash,32952
TX0713,Camera,4,16111,2024-01-30,Shaan Sankar,Alwar,Haryana,India,Online,Debit Card,64444
TX0714,Smartphone,5,9445,2024-06-17,Onkar Chanda,Muzaffarpur,Sikkim,India,Online,Cash,47225
TX0715,External Hard Drive,1,7089,2024-09-17,Hrishita Bahl,Bardhaman,Rajasthan,India,Direct,Debit Card,7089
TX0716,Desktop PC,7,3354,2023-11-09,Nitya Ramaswamy,Tenali,Punjab,India,Direct,UPI,23478
